simulation_id,traditional_total,blockchain_total,difference,blockchain_wins,traditional_transparency,traditional_liquidity,traditional_systemic_risk,traditional_governance,traditional_auditing,traditional_interoperability,blockchain_transparency,blockchain_liquidity,blockchain_systemic_risk,blockchain_governance,blockchain_auditing,blockchain_interoperability
11,355.1207438765221,345.8721720662313,-9.248571810290798,False,48.43046522138506,35.08586879073354,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
6,281.36597088488287,311.156602676611,29.790631791728117,True,71.4270030009693,38.63368998384145,33.74723271246583,42.63513069628082,89.33891631171348,5.583998179612038,50.18366758843366,94.1482621195363,0.0,52.01185948090182,60.30601284109274,54.50680064664649
3,280.1021471824763,210.75693746321141,-69.34520971926489,False,100.0,71.75474184017527,0.0,33.08980248526492,6.355835028602364,68.90176782843378,32.518332202674706,94.7221492516195,0.0,70.1854006351772,2.541912674409519,10.789142699330444
0,408.5868985460669,256.7372650635737,-151.84963348249318,False,100.0,58.79528589938363,73.86975467447337,86.61761457749351,60.11150117432088,29.192742220395445,2.0584494295802447,91.818249672071,46.57954087094403,34.03784233990568,36.63618432936917,45.606998421703594
16,365.4396733973512,345.8721720662313,-19.5675013311199,False,48.43046522138506,45.40479831156264,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
15,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
13,265.2142557623604,351.38907113615505,86.17481537379467,True,100.0,37.35141202170724,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
8,440.8308975445625,242.29050972670848,-198.54038781785403,False,100.0,94.84880314819658,35.18768885095615,72.90497073840416,43.85722446796244,94.03221033904316,39.804425533043144,95.31551373841839,0.0,54.97284272846845,22.82632308789556,29.371404638882936
18,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
19,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
21,410.9071739163874,345.8721720662313,-65.0350018501561,False,48.43046522138506,90.87229883059885,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
20,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
22,296.8777467704574,351.38907113615505,54.51132436569765,True,100.0,69.01490302980417,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
23,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
24,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
25,263.461315734986,228.08359050512902,-35.37772522985696,False,68.2281954466653,49.50810874200398,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
26,275.45741294935544,351.38907113615505,75.93165818679961,True,100.0,47.594569208702225,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
27,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
28,410.9071739163874,345.8721720662313,-65.0350018501561,False,48.43046522138506,90.87229883059885,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
29,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
30,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
31,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
32,375.10597895611056,345.8721720662313,-29.233806889879247,False,48.43046522138506,55.071103870321956,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
33,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
35,375.10597895611056,345.8721720662313,-29.233806889879247,False,48.43046522138506,55.071103870321956,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
34,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
36,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
37,410.9071739163874,345.8721720662313,-65.0350018501561,False,48.43046522138506,90.87229883059885,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
38,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
42,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
40,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
39,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
41,296.8777467704574,351.38907113615505,54.51132436569765,True,100.0,69.01490302980417,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
43,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
45,312.56544913201856,228.08359050512902,-84.48185862688953,False,68.2281954466653,98.61224213903655,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
44,348.2093486910929,345.8721720662313,-2.33717662486157,False,48.43046522138506,28.174473605304286,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
46,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
47,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
48,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
50,375.10597895611056,345.8721720662313,-29.233806889879247,False,48.43046522138506,55.071103870321956,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
49,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
51,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
52,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
53,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
55,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
54,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
56,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
57,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
59,375.10597895611056,345.8721720662313,-29.233806889879247,False,48.43046522138506,55.071103870321956,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
58,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
61,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
60,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
63,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
62,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
64,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
65,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
69,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
66,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
68,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
67,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
71,296.8777467704574,351.38907113615505,54.51132436569765,True,100.0,69.01490302980417,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
73,312.56544913201856,228.08359050512902,-84.48185862688953,False,68.2281954466653,98.61224213903655,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
72,410.9071739163874,345.8721720662313,-65.0350018501561,False,48.43046522138506,90.87229883059885,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
70,283.8689563172071,351.38907113615505,67.52011481894795,True,100.0,56.006112576553946,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
77,284.67365030028463,228.08359050512902,-56.59005979515561,False,68.2281954466653,70.72044330730257,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
76,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
74,283.8689563172071,351.38907113615505,67.52011481894795,True,100.0,56.006112576553946,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
75,296.8777467704574,351.38907113615505,54.51132436569765,True,100.0,69.01490302980417,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
79,410.9071739163874,345.8721720662313,-65.0350018501561,False,48.43046522138506,90.87229883059885,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
78,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
81,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
80,312.56544913201856,228.08359050512902,-84.48185862688953,False,68.2281954466653,98.61224213903655,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
82,275.45741294935544,351.38907113615505,75.93165818679961,True,100.0,47.594569208702225,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
83,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
84,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
85,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
86,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
88,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
87,375.10597895611056,345.8721720662313,-29.233806889879247,False,48.43046522138506,55.071103870321956,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
90,375.10597895611056,345.8721720662313,-29.233806889879247,False,48.43046522138506,55.071103870321956,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
89,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
91,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
92,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
93,284.879387489329,351.38907113615505,66.50968364682603,True,100.0,57.016543748675794,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
94,410.9071739163874,345.8721720662313,-65.0350018501561,False,48.43046522138506,90.87229883059885,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
95,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
96,413.8824603347616,345.8721720662313,-68.0102882685303,False,48.43046522138506,93.84758524897302,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
97,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
98,296.8777467704574,351.38907113615505,54.51132436569765,True,100.0,69.01490302980417,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
101,311.1299695156854,228.08359050512902,-83.04637901055636,False,68.2281954466653,97.17676252270338,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
100,374.0622615560506,345.8721720662313,-28.190089489819286,False,48.43046522138506,54.027386470262016,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
99,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
102,318.98164242915686,351.38907113615505,32.40742870699819,True,100.0,91.11879868850366,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
105,387.6079845372057,345.8721720662313,-41.735812470974395,False,48.43046522138506,67.57310945141708,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
103,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
106,312.56544913201856,228.08359050512902,-84.48185862688953,False,68.2281954466653,98.61224213903655,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
104,283.8689563172071,351.38907113615505,67.52011481894795,True,100.0,56.006112576553946,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
108,391.4790716623052,345.8721720662313,-45.6068995960739,False,48.43046522138506,71.44419657651662,38.033159320735734,89.33891631171348,94.41600182038796,49.81633241156634,62.39529517921112,98.66309157883366,0.0,96.03060128410928,54.50680064664649,34.27638337743084
107,321.82561071834607,351.38907113615505,29.563460417808983,True,100.0,93.96276697769284,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
110,265.97959019200124,293.31274438406615,27.33315419206491,True,94.5375859771965,76.42461868558907,0.0,4.359146379904056,30.476807341109748,60.1814318082019,70.49588304513622,95.93176916562221,33.121008578238985,48.476527881829846,13.089495066408075,32.198060646830804
109,230.38135334188175,228.08359050512902,-2.2977628367527245,False,68.2281954466653,16.428146348899695,0.0,62.490350209559985,67.46890509878249,15.765756237974273,8.319498833243877,95.72456957491472,0.0,39.179517707402034,15.30705151247731,69.55295287709109
112,284.9010187155359,311.156602676611,26.255583961075104,True,71.4270030009693,42.168737814494435,33.74723271246583,42.63513069628082,89.33891631171348,5.583998179612038,50.18366758843366,94.1482621195363,0.0,52.01185948090182,60.30601284109274,54.50680064664649
111,443.0194951055274,242.29050972670848,-200.72898537881895,False,100.0,97.03740070916147,35.18768885095615,72.90497073840416,43.85722446796244,94.03221033904316,39.804425533043144,95.31551373841839,0.0,54.97284272846845,22.82632308789556,29.371404638882936
113,229.35440738051471,302.9473412187059,73.59293383819119,True,61.7740795137361,8.606235189040417,5.35899231073941,58.59365525622129,62.490350209559985,32.531094901217514,84.23424376202573,91.9422296057877,0.0,95.56785192394288,15.895964414472274,15.30705151247731
114,262.35659526197946,351.38907113615505,89.03247587417559,True,100.0,34.49375152132633,17.84225514477704,43.85722446796244,5.967789660956835,60.195574466956856,73.79954057320357,95.31827587096866,0.0,89.80223766765113,29.371404638882936,63.09761238544878
117,229.35440738051471,302.9473412187059,73.59293383819119,True,61.7740795137361,8.606235189040417,5.35899231073941,58.59365525622129,62.490350209559985,32.531094901217514,84.23424376202573,91.9422296057877,0.0,95.56785192394288,15.895964414472274,15.30705151247731
